ID,SuveyID_DoNotUse,Proofed_MC,Year,County,WaterbodyName,SiteName,Affiliation,SurveyType,Missing data,Corrections,surveyArea_ha,Survey Length (KM),# Survey Hours,# Surveys,0_Territories_FullProtocol,PO Territories,PR Territories,CO Territories,Breed_evidence,NumNests,Field21,NumDetected,Zone,StartX_UTME,StartY_UTMN,Start_Lat,Start_Long,StopX,StopY,StopLat,StopLong,Contact Info,VegType,Survey File Name,Incomplete or Complete Record,Comments,Field35,Legend,Comments between Susan and Maya,Nest1_X,Nest1_Y,Field40,Field41,Field42,Field43
853,852,,2019,Santa Cruz,Tributary to Harshaw Creek,Unnamed Canyon East of Hermosa,Westland Resources,Protocol,,,,2.5,12.5,4,0,,,,,,,2,12R,528381,3482165,31.47392243,-110.7012239,528470,3480078,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Unnamed Canyon East of Hermosa YBCU Survey Summary Form,Complete,2 detection (no territories),,,,,,,,,
854,853,,2019,Santa Cruz,Sycamore Canyon,Upper Sycamore,Westland Resources,Protocol,,,,2.3,11,4,,2,1,,,,,10,12R,524740,3472480,31.38662296,-110.739795,526480,3472583,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Upper Sycamore YBCU Survey Summary Form,Complete,,,,,,,,,,
855,854,,2019,Santa Cruz,Willow Spring Canyon,Willow Spring Canyon,Westland Resources,Protocol,,,,2.4,13,4,,,1,,,,,13,12R,531276,3478643,31.44207068,-110.6708589,529324,3477569,,,jtress@westlandresources.com and eric.herman@atozec.com,1,Willow Spring Canyon YBCU Survey Summary Form 2019,Complete,,,,,,,,,,
856,855,,2019,Santa Cruz,Harshaw Creek,Harshaw Creek Road,Westland Resources,Incidental,,,,,,,,,,1,Nest ,1,,1,12R,,,,,,,,,Eric.Herman@atozec.com,,,Complete,"siting of YBCU nest by Eric Herman in area different from survey area for Westland Resources, email inquires about revisiting nest area to determine success",,,,530257,3486001,,,,
857,856,,2019,Santa Cruz,Sonoita Creek,"SR 82 between Patagonia and Sonoita, closer to Patagonia",AtoZ Environmental Consulting,Incidental,,,,,,,,,,,,,,1,12R,,,,,,,,,Eric.Herman@atozec.com,,,Complete,"1 detection (roadkill) by Eric Herman, near the high school in Patagonia. ",,,,,,,,,
858,857,,2019,Yavapai,Agua Fria River,Ash Creek,Audubon Arizona,Protocol,,,,1.5,10.91,4,,1,1,,,,,8,12S,401145,3800708,34.34297033,-112.0747794,400666,3802328,,,cwise@audubon.org,1,,Complete,,,,,,,,,,
859,858,,2019,Yavapai,Cordes Junction,Box Bar,Audubon Arizona,Incidental,,,,0,0,2,0,,,,,,,1,12S,402816,3797172,34.31124469,-112.0562149,402816,3797172,,,sprager@audubon.org,,,Complete,Incidental detection during wet-dry walking survey.,,,"The start and stop dates for this survey are the same. Susan: I looked at the data sheet and the comments state this was an incidental detection during a wet-dry survey.  If you also look at the time, you can tell whether it was an actual survey.  This wa",,,,,,
860,859,,2019,Yavapai,Agua Fria River,Cross Y,Audubon Arizona,Protocol,,,,2.3,9.28,4,,,3,,,,,19,12S,399046,3776679,34.12610033,-112.0947885,398297,3777899,,,cwise@audubon.org,1,,Complete,,,,,,,,,,
861,860,,2019,Yavapai,Agua Fria River,Horseshoe Ford North,Sonoran Audubon,Protocol,,,,2,10.05,5,,,3,1,Nest,1,,29,12S,402308,3793042,34.27395701,-112.0612667,405090,3794238,,,mcbobaz@aol.com,1,,Complete,,,,,402955,3793326,,,,
862,861,,2019,Yavapai,Agua Fria River,Horseshoe Ford South,Sonoran Audubon,Protocol,,,,2.4,17.26,5,,4,,,,,,28,12S,401900,3791182,34.25714699,-112.0654868,401801,3789277,,,tjflood@att.net,1,,Complete,,,,,,,,,,
863,862,,2019,Yavapai,Agua Fria River,Little Ash Creek,Audubon Arizona,Protocol,,,,2.2,12.03,4,,,1,,,,,4,12S,401550,3801133,34.34684105,-112.0704255,395090,3757695,,,Sprager@Audubon.org,1,,Complete,,,,,,,,,,
864,863,,2019,Yavapai,Agua Fria River,Silver Creek,Maricopa Audubon,Protocol,,,,1.7,9.83,5,,,1,,,,,9,12S,403875,3790817,34.25404034,-112.0439984,405448,3790813,,,mcbobaz@aol.com,1,,Complete,,,,,,,,,,
865,864,,2019,Yavapai,Agua Fria River,Upper Agua Fria,Audubon Arizona,Protocol,,,,2.8,10.29,4,,,3,,,,,26,12S,401366,3798722,34.32508394,-112.0721491,402092,3797590,,,Dhite@audubon.org,1,,Complete,,,,,,,,,,
866,865,,2019,Yavapai,Verde River,Campbell North,Prescott Audubon Society,Protocol,,,,1.25,15.79,5,,1,,,,,,5,12S,371918,3859312,34.86810416,-112.4013191,370705,3859282,,,jandkoneil@gmail.com,1,,Complete,,,,,,,,,,
867,866,,2019,Yavapai,Verde River,Campbell South,Prescott Audubon Society,Protocol,,,,2.1,19.4,5,,,1,,,,,6,12S,371918,3859306,34.86805007,-112.4013182,372279,3860209,,,celex47-glider@usa.net,1,,Complete,,,,,,,,,,
868,867,,2019,Yavapai,Verde River,Lower Granite Creek,Prescott Audubon Society,Protocol,,,,2.7,18.23,5,,,3,1,Nest building,1,,31,12S,369107,3858707,34.86229192,-112.4319707,369621,3857406,,,davidmoll@cableone.net,1,,Complete,,,,,369046,3858118,,,,
869,868,,2019,Yavapai,Verde River,Verde Springs,Prescott Audubon Society,Protocol,,,,2.2,19.95,5,,2,,,,,,13,12S,369107,3858714,34.86235502,-112.4319718,370462,3859421,,,celex47-ffinfo@usa.net,1,,Complete,,,,,,,,,,
870,869,,2019,Yavapai,Verde River,Verde River Greenway,Northern Arizona University,Protocol,Territory data,,,NR,23.22,4,,,,,,,,14,12S,405010,3847519,34.76540924,-112.0379936,406240,3845914,,,matthew.johnson@nau.edu,1,,Incomplete,14 detections,,,No territory data entered. I will check with Matt Johnson.,,,,,,
871,870,,2019,Yavapai,Oak Creek_Verde River,Oak Creek Confluence w/ Verde River,Northern Arizona University,Protocol,"Territory data, correct form?",,,NR,23.22,4,,1,,,,,,14,12S,405010,3847519,34.76540924,-112.0379936,406240,3845914,,,matthew.johnson@nau.edu,1,,Incomplete,13 detections,,,"No territories and detections in form are not the same as detection numbers Fernando wrote.  I will check with Matt Johnson,",,,,,,
872,871,,2019,Yavapai,Humbug Creek,Humbug Creek North,Logan Simpson,Protocol,,,,0.75,10,4,0,,,,,,,2,12S,379063,3767375,34.04008857,-112.3101542,378952,3767876,,,itackett@logansimpson.com,2,,Complete,2 detections (no territories) all on one survey,,,,,,,,,
873,872,,2019,Yavapai,Humbug Creek,Humbug Creek South,Logan Simpson,Protocol,,,,1.3,9,4,0,,,,,,,4,12S,379225,3765991,34.02762841,-112.308208,379077,3767279,,,itackett@logansimpson.com,1,,Complete,4 detections (no territories) all on one survey,,,,,,,,,
874,873,,2019,Yavapai,Oak Creek,Bubbling Ponds Fish Hatchery,USFS,Protocol,,,,1.65,8,5,,,1,,,,,4,12S,417960,3847740,34.76852604,-111.8965219,418457,3847111,,,janie.agyagos@usda.gov,2,,Complete,,,,,,,,,,
875,874,,2019,Yavapai,Verde River,Bignotti Black Canyon,USFS,Protocol,,,,2.4,13,4,,1,2,,,,,15,12S,412613,3837823,34.6786642,-111.9539185,411877,3839415,,,albert.sillas@usda.gov,1,,Complete,,,,,,,,,,
876,875,,2019,Yavapai,Verde River,Forest Road 638,USFS,Protocol,,,,2,12.5,4,,1,1,,,,,8,12S,374580,3861088,34.88444698,-112.3724683,375973,3860968,,,albert.sillas@usda.gov,1,,Complete,,,,,,,,,,
877,876,,2019,Yavapai,Verde River,Little Ash Creek,USFS,Protocol,,,,1.2,5.95,4,,1,,,,,,3,12S,406527,3805358,34.38539883,-112.0167795,405680,3805193,,,albert.sillas@usda.gov,1,,Complete,,,,,,,,,,
878,877,,2019,Yavapai,Verde River,Perkinsville,USFS,Protocol,,,,1.5,9.2,4,,1,,,,,,3,12S,390191,3862430,34.89835441,-112.2018494,388880,3861979,,,albert.sillas@usda.gov,1,,Complete,,,,,,,,,,
879,878,,2019,Yavapai,Verde River,SOB Canyon North,USFS,Protocol,,,,1.8,11.75,4,,1,,,,,,4,12S,404231,3854943,34.83227288,-112.0473511,402990,3854118,,,albert.sillas@usda.gov,1,,Complete,,,,,,,,,,
880,879,,2019,Yavapai,Verde River,SOB Canyon South,USFS,Protocol,,,,1.4,10.3,4,0,,,,,,,2,12S,402714,3854187,34.82531272,-112.0638512,403141,3852820,,,albert.sillas@usda.gov,1,,Complete,2 detections (no territories),,,,,,,,,
881,880,,2019,Yavapai,Sycamore Creek,Sycamore Cabin,Prescott NF,Protocol,,affiliation,,1.1,4.85,4,,,,1,2 YBCU's seen copulating near Sycamore Cabin,,,5,12S,410794,3801539,34.35133945,-111.969973,410042,3802101,,,albert.sillas@usda.gov,1,,Complete,,,,,,,,,,
882,881,,2019,Yavapai,Verde River,Verde River North of Hayfield Draw,Jacob's Engineering,Protocol,,,,1.43,14.02,4,,1,2,,,,,13,12S,413889,3835604,34.6587643,-111.9397653,414329,3834289,,,bruce.palmer@jacobs.com,2,YBCU Survey Summary Form 191007_ContinuationSheet,Complete,,,,,,,,,,
883,882,,2019,"Yavapai, Maricopa",Agua Fria River,Horseshoe Bar North,Audubon Arizona,Protocol,,,,1.6,6.88,4,,,3,,,,,12,12S,392926,3768708,34.0536168,-112.1601638,393402,3767436,,,sprager@audubon.org,1,,Complete,,,,,,,,,,
884,883,,2019,"Yavapai, Maricopa",Agua Fria River,Horseshoe Bar South,Audubon Arizona,Protocol,,,,1.9,8.25,4,,1,,,,,,4,12S,393402,3767436,34.04219573,-112.1548516,392274,3768409,,,dhite@audubon.org,1,,Complete,,,,,,,,,,
885,884,,2019,Yuma,Lower Colorado River,Hunter's Hole,U.S. Bureau of Reclamation,Protocol,,,,0.832,5.5,4,,,1,,,,,3,11S,706566,3600358,32.5213525,-114.8007762,706350,3600232,,,Braulston@usbr.gov,1,,Complete,,,,,,,,,,
886,885,,2019,Yuma,Lower Colorado River,LDCA Reach 1 North,Southern Sierra Research Station,Protocol,,,,1.08,13.5,4,,1,1,,,,,7,11S,736580,3639080,32.86432636,-114.471656,737635,3640165,,,dtracy.ssrs@gmail.com,1,Laguna  LAG  Reach 1  N YBCU Survey Summary Form 081319,Complete,,,,,,,,,,
887,886,,2019,Yuma,Lower Colorado River,LDCA Reach 1 East,Southern Sierra Research Station,Protocol,,,,1.5,16.52,4,,1,1,,,,,6,11S,737500,3638055,32.85489032,-114.4620954,738040,3639550,,,dtracy.ssrs@gmail.com,1,Laguna  LAG  Reach 1 E YBCU Survey Summary Form 081319,Complete,,,,,,,,,,
888,887,,2019,Yuma,Lower Colorado River,LDCA Reach 1 West,Southern Sierra Research Station,Protocol,,,,1.2,10.25,4,,1,,,,,,5,11S,736275,3637965,32.85434403,-114.4751976,737505,3639260,,,dtracy.ssrs@gmail.com,1,Laguna  LAG Reach 1 W YBCU Survey Summary Form 081319,Complete,,,,Says there is one nest found but only one possible territory?  Good catch.  I sent email to Diane Tracy on 4/8 to ask about the nest. Updated to no nest and 1 PO by MT on 4/11,,,,,,
889,888,,2019,Yuma,Lower Colorado River,LDCA Reach 2,Southern Sierra Research Station,Protocol,,,,3.8,25,4,,2,,,,,,10,11S,735277,3635110,32.82882976,-114.4865789,737746,3638041,,,dtracy.ssrs@gmail.com,1,Laguna Reach 2 YBCU Survey Summary 1120,Complete,,,,,,,,,,
890,889,,2019,Yuma,Lower Colorado River,Yuma East Wetlands North,Southern Sierra Research Station,Protocol,,,,1.1,6.25,4,0,,,,,,,0,11S,723572,3623498,32.72662059,-114.6143209,724685,3623943,,,dtracy.ssrs@gmail.com,1,YEW N YBCU Survey Summary Form 081319,Complete,No detections,,,,,,,,,
891,890,,2019,Yuma,Lower Colorado River,Yuma East Wetlands South,Southern Sierra Research Station,Protocol,,,,1.6,11.25,4,,,1,1,Nest,1,,4,11S,723469,3622972,32.72190068,-114.6155454,725052,3623716,,,dtracy.ssrs@gmail.com,1,YEW S YBCU Survey Summary Form 081319,Complete,,,,,724622,3623018,,,,
892,891,,2020,(NV) Clark County,Muddy River,Mormon Mesa near Muddy River,SWCA Environmental Consultants,Protocol (WIFL/YBCU) + Incidental,"GPS Coordinates, territories/finalized data",,,,,,,,,,,,,2,,,,,,,,,,apellegrini@swca.com,,,,"*Data not for use in reports, stated in email*; results say ""detections in first survey in late June"" for Muddy River near Moapa and Mormon Mesa. 2 detections during first half of surveys in Mesquite area.",,,,,,,,,
893,892,,2020,Cochise,Base of the Dragoons,Base of the Dragoons,Jim Rorabaugh,Incidental,,,,,,,0,,,,,,,1,,,,,,,,,,jrorabaugh@hotmail.com,,,,1 incidental detection by Jim Rorabaugh on his water fountain/feeder (see photo),,,,,,,,,
894,893,,2020,Cochise,Southfork Creek,East Southfork,USFS,Protocol,Magnetic North Declination,,,2.17,13,4,0,,,,,,,1,12R,672609,3529012,31.88383424,-109.175021,673888,3530697,,,mollie.liskiewicz@usda.gov,1,YBCU SOUTHFORK EAST 2020,Complete,1 detection (no territories),,,,,,,,,
895,894,folder empty,2020,Cochise,Southfork Creek,West Southfork,USFS,Protocol,Magnetic North Declination,,,,,,0,,,,,,,1,12R,627557,3528927,31.88901348,-109.6512301,671271,3527187,,,mollie.liskiewicz@usda.gov,1,YBCU WEST SOUTHFORK 2020,Complete,1 detection (no territories),,,,,,,,,
896,895,,2020,Cochise,East Stronghold Creek,Halfmoon East,USFS,Protocol,Magnetic North Declination,,,3.17,8.75,2,0,,,,,,,0,12R,597645,3532293,31.9223389,-109.9671256,598871,3535124,,,Alexander.grant@usda.gov,1,YBCU HALFMOON EAST 2020,Complete,No detections,,,,,,,,,
897,896,,2020,Cochise,Stronghold Canyon,Stronghold,USFS,Protocol,Magnetic North Declination,,,1.61,12.75,4,,,,,,,,0,12R,594716,3533079,31.92967714,-109.9980271,593284,3532612,,,mollie.liskiewicz@usda.gov,1,YBCU STRONGHOLD 2020,Complete,No detections,,,,,,,,,
898,897,,2020,Cochise,Black Draw and Hay Hollow Wash,San Bernardino NWR,USFWS,Protocol,"Maps, date report completed ",,,3.1,14.75,5,,2,1,,,,,13,12R,666468,3468130,31.33570847,-109.2502254,667700,3468979,,,cassondraWalker@fws.gov,1,2020_SBNWR_YBCU_SurveySummary,Incomplete,,,,,,,,,,
899,898,,2020,Gila,Tonto Creek,Punkin Center,Archaeological Constuling Services,Protocol,Magnetic North Declination,,,1.8,22,4,0,,,,,,,0,12S,471456,3748508,33.87652236,-111.3086458,471669,3746815,,,lstewart@acstempe.com,2,2020_TontoCreekBridge_YBCUSurveyReport_ACS 20201015,Complete,No detections,,,,,,,,,
900,899,,2020,Gila,Mill Creek,Lower Mill Creek,Westland Resources,Protocol,,,,2.5,14.25,4,0,,,,,,,0,12S,505163,3678696,33.24722292,-110.9445759,507350,3679314,,,jtress@westlandresources.com,1,LowerMillCreek_YBC2020,Complete,No detections,,,,,,,,,
901,900,,2020,Gila,Mill Creek,Upper Mill Creek,Westland Resources,Protocol,Magnetic North Declination,,,1.7,11.5,4,0,,,,,,,0,12S,509003,3679942,33.25843664,-110.9033417,507462,3679326,,,jtress@westlandresources.com,1,UpperMillCreek_YBC2020,Complete,No detections,,,,,,,,,
902,901,,2020,Gila,Dripping Springs Wash (Gila River),Skunk Camp Wash,Audubon Arizona,Protocol,,,,2.7,6.68,4,0,,,,,,,0,12S,510520,3673276,33.19829539,-110.8871321,510548,3670753,,,cathy.wise@audubon.org,1,,Complete,No detections,,,,,,,,,
903,902,,2020,Gila,Dripping Springs Wash (Gila River),Stone Cabin Wash,Audubon Arizona,Protocol,,,,3.1,9.01,4,0,,,,,,,0,12S,509552,3673941,33.20430272,-110.8975107,509458,3671249,,,steven.prager@audubon.org,1,,Complete,No detections,,,,,,,,,
904,903,,2020,Gila,Roosevelt Lake_Tonto Creek_Salt River,"Roosevelt Lake, Tonto Creek, Salt River arms","EcoPlan Associates, Inc.",Protocol,Magnetic North Declination; length of survey area,,,NR,103.9,4,,3,2,,,,,21,12S,601001,3650058,32.98423537,-109.9190207,597841,3656394,,,tashbeck@ecoplanaz.com,3,Survey Summary,Incomplete,,,,,,,,,,
905,904,,2020,Gila,Roosevelt Lake_Tonto Creek,"Roosevelt Lake, Tonto Creek Inlet","EcoPlan Associates, Inc.",Protocol,Magnetic North Declination; length of survey area,,,NR,50.7,4,,3,1,,,,,10,12S,601001,3650058,32.98423537,-109.9190207,597841,3656394,,,tashbeck@ecoplanaz.com,2,Roosevelt 2020 YBCU Survey Summary TCI ETL,Incomplete,Survey 2 not able to be done due to Fire Restrictions,,,,,,,,,
906,905,,2020,Gila,Gila River,Dripping Spring Wash to Winkelman Bridge,"EcoPlan Associates, Inc.",Protocol,Magnetic North Declination,,,16.6,72,4,,2,7,,,,,4,12S,521526,3649664,32.98514799,-110.7696068,528132,3660180,,,tashbeck@ecoplanaz.com,3,Gila River BOR 2020 YBCU Survey Summary ETL,Complete,,,,,,,,,,
907,906,,2020,"Gila, Pinal",Dripping Springs Wash (Gila River),Walnut Canyon,Audubon Arizona,Protocol,,,,2.8,11.9,4,0,,,,,,,0,12S,507648,3676403,33.22652525,-110.9179191,505788,3675060,,,steven.prager@audubon.org,1,,Complete,No detections,,,"Should we keep the county as Gila and Pinal?  Susan: yes, for now, unless they can be separated by county.  I suspect they cannot be.",,,,,,
908,907,,2020,Graham,Ash Creek,Galiuros- Ash Creek,USFS,Protocol,Magnetic North Declination,,,3.7,16.25,4,0,,,,,,,0,12S,569060,3598017,32.51731764,-110.2647111,571892,3596933,,,bonnie.a.woods@usda.gov,1,YBCU ASH CREEK GALIUROS 2020,Complete ,No detections,,,,,,,,,
909,908,,2020,Graham,High Creek,Galiuros- High Creek,USFS,Protocol,Magnetic North Declination,,,2.25,16,4,0,,,,,,,0,12S,569770,3602938,32.56166204,-110.2567866,571209,3601939,,,bonnie.a.woods@usda.gov,1,YBCU HiGH CREEK GALIUROS 2020,Complete,No detections,,,,,,,,,
910,909,mc,2020,Graham,Gila River,Fort Thomas Preserve & Fort Thomas HB Preserve,"EcoPlan Associates, Inc.",Protocol,Magnetic North Declination,,,7.2,128.7,4,,2,7,,,,,70,12S,601001,3650058,32.98423537,-109.9190207,597841,3656394,,,tashbeck@ecoplanaz.com,3,Ft Thomas 2020 YBCU Survey Summary ETL,Complete ,,,,,,,,,,
911,910,,2020,La Paz,Bill Williams River,Esquerra Ranch,Southern Sierra Research Station,Protocol,,Sandardize site name,,1.9,12,4,,1,1,,,,,7,11S,774296,3794262,34.25334348,-114.0213739,775725,3795905,,,dtracy.ssrs@ gmail.com,1,BWR NWR Esquerra Ranch YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
912,911,,2020,La Paz,Bill Williams River,Kohen Ranch,Southern Sierra Research Station,Protocol,,standardized site name,,1,10.24,4,,1,,,,,,3,11S,772887,3794895,34.25941526,-114.0364563,773775,3795923,,,dtracy.ssrs@ gmail.com,1,BWR NWR Kohen Ranch YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
913,912,,2020,La Paz,Bill Williams River,Mineral Wash,Southern Sierra Research Station,Protocol,,standardized site name,,1.7,14.41,4,0,,,,,,,1,11S,775701,3794249,34.25285485,-114.0061392,777379,3794638,,,dtracy.ssrs@ gmail.com,1,BWR NWR Mineral Wash YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
914,913,,2020,La Paz,Bill Williams River,Planet Ranch,Southern Sierra Research Station,Protocol,,,,1.4,12.38,4,,,1,,,,,7,11S,778611,3793932,34.24922442,-113.9746801,781057,3794561,,,dtracy.ssrs@ gmail.com,1,BWR NWR Planet Ranch YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
915,914,,2020,La Paz,Bill Williams River,Sandy Wash,Southern Sierra Research Station,Protocol,,standardized site name per UTMs,80.8,2,11.25,4,,,,1,"Confirmed based on these three detections in one area and fledgling detected on followup															",,,5,11S,771246,3795672,34.26684281,-114.0540126,772571,3796894,,,dtracy.ssrs@ gmail.com,1,BWR NWR Sandy Wash YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
916,915,,2020,La Paz,Lower Colorado River,Cottonwood Genetics and CW North,Southern Sierra Research Station,Protocol,,"Std site name, removed ""Cibola NWR Unit 1 - """,,0.8,7.27,4,,,1,,,,,11,11S,715400,3694550,33.36863909,-114.6847549,716200,3695365,,,dtracy.ssrs@ gmail.com,1,Cibola NWR CG and North YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
917,916,,2020,La Paz,Lower Colorado River,Crane Roost North,Southern Sierra Research Station,Protocol,,"Std site name, removed ""Cibola NWR Unit 1 - """,,0.8,7.28,4,0,,,,,,,6,11S,714640,3693650,33.36067987,-114.6931322,715400,3694140,,,dtracy.ssrs@ gmail.com,1,Cibola NWR Crane Roost North 122920,Complete,,,,,,,,,,
918,917,,2020,La Paz,Lower Colorado River,Crane Roost South,Southern Sierra Research Station,Protocol,,"Std site name, removed ""Cibola NWR Unit 1 - """,,0.8,10.5,4,,,1,,,,,4,11S,714650,3693300,33.35752349,-114.6931081,715380,3693825,,,dtracy.ssrs@ gmail.com,1,Cibola NWR Crane Roost South Form 122920,Complete,,,,,,,,,,
919,918,,2020,La Paz,Lower Colorado River,Lower Hippy Fire,Southern Sierra Research Station,Protocol,,,,1,5.75,4,,1,1,,,,,9,11S,713895,3693132,33.35615984,-114.7012564,714726,3695317,,,dtracy.ssrs@ gmail.com,1,CIB NWR Hippy Fire Lower Form 122920,Complete,,,,,,,,,,
920,919,,2020,La Paz,Lower Colorado River,Mass Transplanting and Nature Trail,Southern Sierra Research Station,Protocol,,"Std site name, removed ""Cibola NWR Unit 1 - """,,0.8,8,4,,1,1,,,,,5,11S,715420,3694150,33.36503009,-114.6846356,716180,3694575,,,dtracy.ssrs@ gmail.com,1,Cibola NWR Mass Transplant and Nature Trail 122920,Complete,,,,,,,,,,
921,920,,2020,La Paz,Lower Colorado River,Middle Hippy Fire,Southern Sierra Research Station,Protocol,,,,0.8,7.75,4,,1,2,1,Nest,1,,20,11S,713830,3694115,33.36503213,-114.7017214,714620,3694900,,,dtracy.ssrs@ gmail.com,1,Cibola NWR Hippy Fire Middle 122920,Complete,One nest found,,,,714622,3694167,,,,
922,921,,2020,La Paz,Lower Colorado River,Cibola NWR Unit 1 North 160,Southern Sierra Research Station,Protocol,,,,0.8,7.24,4,,,4,,,,,12,11S,714610,3694121,33.36493076,-114.6933424,715410,3694948,,,dtracy.ssrs@ gmail.com,1,Cibola NWR North 160 122920,Complete,,,,,,,,,,
923,922,,2020,La Paz,Lower Colorado River,Upper Hippy Fire,Southern Sierra Research Station,Protocol,,,,0.8,8.5,4,,2,,2,Nest,2,,9,11S,713895,3693132,33.35615984,-114.7012564,714726,3695317,,,dtracy.ssrs@ gmail.com,1,Cibola NWR Hippy Fire Upper 122920,Complete,Two nests found,,,,714606,3695315,713918,3695304,,
924,923,,2020,La Paz,Lower Colorado River,CVCA Phase 1 North,Southern Sierra Research Station,Protocol,,,,0.8,8.75,4,0,,,,,,,0,11S,717015,3699250,33.41067206,-114.6662762,717800,3699570,,,dtracy.ssrs@ gmail.com,1,CVCA Phase 1 North YBCU Survey Summary Form 121520,Complete,No detections,,,,,,,,,
925,924,,2020,La Paz,Lower Colorado River,CVCA Phase 1 South,Southern Sierra Research Station,Protocol,,,,0.8,11.5,4,0,,,,,,,0,11S,717025,3698984,33.40827278,-114.6662329,717810,3699250,,,dtracy.ssrs@ gmail.com,1,CVCA Phase 1 South YBCU Survey Summary Form 121520,Complete,No detections,,,,,,,,,
926,925,,2020,La Paz,Lower Colorado River,CVCA Phase 02,Southern Sierra Research Station,Protocol,,,,0.9,11.75,4,0,,,,,,,0,11S,717043,3698625,33.40503373,-114.666126,717820,3699014,,,dtracy.ssrs@ gmail.com,1,CVCA Phase 2 YBCU Survey Summary Form 121520,Complete,No detections,,,,,,,,,
927,926,,2020,La Paz,Lower Colorado River,CVCA Phase 3 North,Southern Sierra Research Station,Protocol,,,,0.5,9.25,4,,1,,,,,,4,11S,714060,3698090,33.40081114,-114.6983069,714613,3698523,,,dtracy.ssrs@ gmail.com,1,CVCA Phase 3 N YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
928,927,,2020,La Paz,Lower Colorado River,CVCA Phase 3 South,Southern Sierra Research Station,Protocol,,,,0.5,7.29,4,,1,,,,,,3,11S,714130,3697600,33.39638106,-114.6976713,714625,3698088,,,dtracy.ssrs@ gmail.com,1,CVCA Phase 3 S YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
929,928,,2020,La Paz,Lower Colorado River,CVCA Phase 07,Southern Sierra Research Station,Protocol,Date Report Completed ,Found date,,0.8,7.3,4,,1,,1,,,,7,11S,714260,3696120,33.38301662,-114.6966265,714640,3696920,,,dtracy.ssrs@ gmail.com,1,CVCA Phase 7 YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
930,929,,2020,La Paz,Lower Colorado River,CVCA Phase 08,Southern Sierra Research Station,Protocol,,,,0.8,11.75,4,,1,1,1,,,,12,11S,713270,3696120,33.38321364,-114.7072619,713890,3696920,,,dtracy.ssrs@ gmail.com,1,CVCA Phase 8 YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
931,930,,2020,La Paz,Lower Colorado River,CVCA Phase 9,Southern Sierra Research Station,Protocol,,,,0.8,4.5,4,,,2,,,,,9,11S,713370,3695340,33.37616397,-114.7063723,713900,3696108,,,dtracy.ssrs@ gmail.com,1,CVCA Phase 9 YBCU Survey Summary Form 122920,Complete,,,,,,,,,,
932,931,,2020,Maricopa,Agua Fria River,LAFB Waste Treatment Annex,AZGFD,Protocol,,,,2.5,10.33,4,0,,,,,,,0,12S,377431,3712360,33.54383913,-112.3201927,377855,3710885,,,rodonnell@azgfd.gov,2,YBCU Data Form COMPLETED AGFD2020 Part 1of3,Complete,2 incidental detections NOT on survey days,,,,,,,,,
933,932,,2020,Maricopa,Gila River,Gila 240,SWCA Environmental Consultants,Protocol,Magnetic North Declination,,,1.2,5,1,0,,,,,,,0,12S,375379,3695216,33.38901027,-112.3399083,376522,3694855,,,apellegrini@swca.com,4,TE028605-8_Gila_240_YBCU_Form_10152020,Complete,No detections,,,,,,,,,
934,933,,2020,Maricopa,Salt River,Tempe Town Lake Dam to Priest Drive,Jacob's Engineering,Protocol,,,,0.9,10.3,4,0,,,,,,,0,12S,411557,3699928,33.43509566,-111.9514468,410966,3699789,,,bruce.palmer@jacobs.com,3,Tempe_YBCU Survey Summary Form 082820,Complete,No detections,,,,,,,,,
935,934,,2020,Maricopa,Agua Fria River,New River Preserve,Sonoran Audubon,Protocol,,,,0.75,8.75,4,0,,,,,,,0,12S,395090,3757695,33.95453013,-112.1353982,395107,3757001,,,tjflood@att.net,2,,Complete,No detections,,,,,,,,,
936,935,,2020,Maricopa,Salt River,Rio Salado Habitat Restoration Area,Audubon Arizona,Protocol,,,,2.3,10.37,4,0,,,,,,,0,12S,400130,3698530,33.42148437,-112.0742024,400509,3698607,,,steven.prager@audubon.org,2,,Complete,No detections,,,,,,,,,
937,936,,2020,Mohave,Trout Creek,Trout Creek,AZGFD,Incidental,,,,NR,NR,1,,,,1,Nest,1,,,,,,,,,,,,,,,Complete,"1 YBCU Pair found, 6 GPS locations recorded, 5 points of YBCU pair combined",,,,278258,3875348,,,,
